tweet, location,sentiment,entities
"EXPOSED: Buhari allegedly collapsed while in the US to meet President Trump, reason he had technical stopover and now jetting to UK for another medical tourism. Cc @adeyanjudeji @obyezeks @i_am_Anomeli @MrFixNigeria @MrBanksOmishore @BOGbadamosi @akaebube @AdelajaAdeoye @segalink https://t.co/kwpYS0ITPp",Africa/Lagos,-0.20000000298023224,"['Buhari', 'Trump', 'US', 'UK', '@MrBanksOmishore', '@AdelajaAdeoye', '@adeyanjudeji']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,Not Available,0.0,"['Buhari', 'UK', 'Nigeria']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",West Central Africa,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President'' #Enekem https://t.co/dcnOWnJNOv",Not Available,-0.20000000298023224,"[""😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President""]"
Just enter buhari plane. Tell them u will be d hostess or whatever https://t.co/Cul27uKTlj,West Central Africa,0.0,"['hostess', 'buhari']"
"@MobilePunch And...! In other News, Buhari off to UK",West Central Africa,0.0,"['UK', 'Buhari']"
"If the Nigerian Military hierarchy has any love for Nigeria, current Service Chiefs should resign immediately and Buhari should be mandated to appoint a new set of balanced Service Chiefs from North &amp; South, Christian &amp; Muslim.",Not Available,0.10000000149011612,"['Nigerian', 'Buhari', '&amp', 'North', 'South', 'Service Chiefs', 'Christian', 'Muslim']"
You get the feeling lowkey Buhari ran for president to be able to travel,Not Available,0.699999988079071,"['president', 'Buhari']"
"The country is in shambles and you're coming to gloat that Queen Elizabeth broke protocol by shaking Buhari without gloves. 

I implore you to GEDIFOK",Not Available,-0.30000001192092896,"['country', 'Elizabeth', 'Buhari']"
"😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President'' #Enekem https://t.co/dcnOWnJNOv",Amsterdam,-0.20000000298023224,"[""😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President""]"
"Buhari was aware of his health condition even b4 he became President. THREE YEARS as President and he's been unable to atleast upgrade Aso rock clinic with equipments &amp; personnel needed to manage his ailment?
Buhari is also a victim of his own incompetence.",West Central Africa,-0.4000000059604645,"['Buhari', 'rock clinic', 'President', 'President', 'Aso', 'personnel']"
President Buhari Embarks On A 4-Day UK Medical Trip https://t.co/n2gpdfEzH7 https://t.co/L4zlgw0JtU,Not Available,0.0,['President']
"You thought I would hold former President Goodluck Ebele Jonathan accountable and not hold President Muhammadu Buhari @MBuhari accountable?
What are you on? https://t.co/DUHMiWgyOF",Not Available,-0.20000000298023224,"['Goodluck Ebele Jonathan', 'Muhammadu Buhari @MBuhari']"
Real reason Buhari is travelling to London – MASSOB via  @@news24extra https://t.co/gw26Jodp0y,West Central Africa,0.20000000298023224,"['Buhari', 'London']"
"I like Buhari, but it’s a damn shame that NO hospital in Nigeria is good enough for him/Yusuf. I thought his first medical trip abroad would have put things into perspective, but alas!",Edinburgh,-0.5,"['Buhari', 'Yusuf', 'hospital', 'Nigeria', 'trip']"
"Shiite Muslims: Another endangered group being decimated by Buhari in Nigeria
https://t.co/8LfhQoRjoh",Not Available,0.0,"['Muslims', 'Buhari']"
Street GIST: Buhari Says his 2nd Term Bid is People-Centered; Do You Agree? | https://t.co/6Pwy5VOZOr TV: https://t.co/CYZI9Sixfy via @YouTube,Kyiv,-0.10000000149011612,['Buhari']
"FLASHBACK: 'Technical Stopover' — How Garba Shehu Covered Up Buhari's Two-Day UK Medical Trip | Sahara Reporters @MBuhari @GarShehu @NGRPresident 
READ MORE: https://t.co/boHG0bLn2e https://t.co/FEUEXIXMFp",Not Available,0.0,"['Two-Day UK', 'Garba Shehu Covered Up Buhari', '@MBuhari @GarShehu @NGRPresident', 'Sahara Reporters']"
Buhari puts himself first all the time. Couldn't make any sacrifices for his Okrika juche ideology. Even if it's just for political posturing.,Not Available,0.0,"['Buhari', 'Okrika']"
For someone that screams local content. Buhari couldn't invest in just one hospital just to treat himself locally. Says everything about his entire 3 years in charge,Not Available,-0.10000000149011612,"['Buhari', 'someone', 'hospital']"
BREAKING: British citizen Muhammadu Buhari returns home to his London residence after his Nigerian based company granted him medical leave.,Central Time (US & Canada),0.0,"['Muhammadu Buhari', 'BREAKING', 'British', 'residence', 'home', 'London', 'Nigerian']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,Not Available,0.0,"['Buhari', 'UK', 'Nigeria']"
"But the most tragic part of Buhari's latest medical voyage is that in the country he is supposed to govern, medical workers are on strike. So, while the relic who was foisted on Nigerians through fallacies &amp; propaganda gets the best medicare abroad, his people are left to die.",Not Available,0.30000001192092896,"['Buhari', 'relic', 'country', 'workers', 'people', 'Nigerians']"
"BREAKING: Buhari to embark on Medical Trip to UK on Tuesday.

How far to everyone that said I was lying all along? 

The only reason Buhari is seeking re-election is because of his expensive medical lifestyle. He has nothing to offer.",Not Available,-0.10000000149011612,"['Buhari', 'BREAKING', 'Medical Trip', 'UK', 'everyone', 're-election']"
"Speech Delivered by His Excellency, Prof. Yemi Osinbajo, SAN, Vice President, Federal Republic of Nigeria, at the Open Government Partnership (OGP)... https://t.co/BSEczVsETP",Not Available,0.800000011920929,"['Yemi Osinbajo', 'Vice President']"
"Buhari is the ultimate Yahoo Yahoo.

Conned 15 million Nigerians with Sachet Milo and N5 pure water...",Not Available,0.20000000298023224,"['Buhari', 'Nigerians', 'Sachet Milo']"
"😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President'' #Enekem https://t.co/dcnOWnJNOv",Not Available,-0.20000000298023224,"[""😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President""]"
No amount of public relations or hype will save Buhari from the tide that will blow in 2019. #Nigerians are tired of their empty promises and lies. Enough is Enough,Not Available,-0.20000000298023224,"['Nigerians', 'Buhari']"
North Helped To Rig 2015 Election For Buhari’ – Chieftain https://t.co/XiUdyaHvSK https://t.co/ix0Q6HrUIo,Not Available,0.30000001192092896,"['North', 'Election', 'Buhari']"
"Buhari is corrupt!
Rt if you support this tweet!",Not Available,-0.30000001192092896,['Buhari']
"The really strange thing about Nigerian politics is, from VP to Tinubu to Elrufai to even Buhari's aides. They all know that his policies &amp; conduct have been disgraceful.

They complain in secret, then lie for him in public........",Not Available,-0.5,"['Buhari', 'Nigerian', 'VP', 'Tinubu', 'Elrufai', '&amp', 'public']"
"Buhari is corrupt!
Rt if you support this tweet!",Not Available,-0.30000001192092896,['Buhari']
BREAKING: British citizen Muhammadu Buhari returns home to his London residence after his Nigerian based company granted him medical leave.,Greenland,0.0,"['Muhammadu Buhari', 'BREAKING', 'British', 'residence', 'home', 'London', 'Nigerian']"
"Retweeted Vanguard Newspapers (@vanguardngrnews):

Buhari’s medical trip: Nobody has right to reveal his health status – Femi Adesina===has been published on Vanguard News - https://t.co/LT1PeuZUIw https://t.co/aJj6baV0rW",West Central Africa,-0.10000000149011612,"['Buhari', 'trip', 'Nobody', 'Femi Adesina']"
"Vice President Yemi Osinbajo said yesterday that Nigeria recoveredabout N7.8 billion, $378 million and £27,800 through the Whistle-blower’s Policy launched by President Muhammadu Buhari in December 2016.

@Web24info #news",Not Available,0.0,"['Yemi Osinbajo', 'Muhammadu Buhari', 'Nigeria', 'Whistle-blower']"
"@farooqkperogi @YarKafanchan @MBuhari Buhari scammed millions of Nigerians. He doesn't deserve a second tenure, so he must go https://t.co/58LgkiKHTV",Not Available,-0.30000001192092896,"['@farooqkperogi', '@YarKafanchan @MBuhari Buhari', 'millions', 'Nigerians']"
"Buhari The Medical Tourist Dictator in charge of #Nigeria.

Are there no hopitals and medical doctors in Nigeria?

#FantasticallyCorrupt  and Fulani Jihadist like you.

#StopBiafraKillings 

@realDonaldTrump @netanyahu @BruceFeinEsq @_AfricanUnion... https://t.co/At7kmq96TS",Not Available,0.0,"['Buhari The Medical Tourist Dictator', 'Nigeria', 'doctors', 'Fulani Jihadist', '@BruceFeinEsq @_AfricanUnion']"
"Buhari The Medical Tourist Dictator in charge of #Nigeria.

Are there no hopitals and medical doctors in Nigeria?

#FantasticallyCorrupt  and Fulani Jihadist like you.

#StopBiafraKillings 

@realDonaldTrump @netanyahu @BruceFeinEsq @_AfricanUnion @radiobiafralive @NGRPresident https://t.co/At7kmq96TS",Not Available,0.0,"['Buhari The Medical Tourist Dictator', 'Nigeria', 'doctors', 'Fulani Jihadist', '@BruceFeinEsq @_AfricanUnion @radiobiafralive', '@NGRPresident https://t.co/At7kmq96TS']"
"Our Emirs are busy telling Buhari that killings are happening to rubish his name. If true, killings are happening to rubbish his name then his name has been rubbished and he’s done nothing about it. This formula didn’t work with GEJ, it won’t work this time too.",West Central Africa,-0.8999999761581421,"['Buhari', 'Emirs', 'killings', 'killings', 'GEJ']"
2019: Pastor Adegboye reveals God has asked him to replace Buhari https://t.co/YYCjnXnDzR https://t.co/2wzRalPHgr,West Central Africa,0.0,"['Adegboye', 'God']"
Nigeria's President heads to the UK  https://t.co/DYIXRGSIEr,Not Available,0.0,"['Nigeria', 'President', 'UK']"
"@LarryFash47 @MBuhari you ppls and buhari are failure ,@wld u remain failure bcos ur father has failed?",Not Available,-0.699999988079071,"['@LarryFash47 @MBuhari', 'father', 'buhari']"
BREAKING: British citizen Muhammadu Buhari returns home to his London residence after his Nigerian based company granted him medical leave.,Not Available,0.0,"['Muhammadu Buhari', 'BREAKING', 'British', 'residence', 'home', 'London', 'Nigerian']"
"N88 Billion misappropriated under Jonathan can fund NPOWER for one year - Osinbanjo

The N1.4 Trillion unappropriated fund spent by Buhari/Osinbanjo on subsidy in 2017 can fund  CAPEX for one year",Pacific Time (US & Canada),0.0,"['Jonathan', 'Osinbanjo', 'Buhari']"
"You people are here debating healthcare, Buhari has gone for summer hols.",Not Available,0.10000000149011612,"['people', 'Buhari']"
"What he said after inauguration! Vs Reality!

Buhari says medical treatment for officials overseas will not be the responsibility of the govt🤣🤣
- He says the govt will invest more in the health delivery service🤔🤔

While 

Buhari will travel to London today to see his doctor https://t.co/MOxh5aexc6",London,0.0,"['Buhari', 'inauguration', 'officials', 'doctor', 'London']"
"Somebody said because he’s supporting Buhari, he is a patriot. Patriotism has really suffered.",London,-0.10000000149011612,"['Somebody', 'Buhari']"
When Buhari gets a call from his doctor in the United Kingdom that he's sick https://t.co/J8vgFMWVtQ,Not Available,0.10000000149011612,"['Buhari', 'doctor', 'United Kingdom']"
"""The Senior Pastor at Worksword of God Church, Pastor Gabriel Adegboye, has claimed that God told him President Muhammadu Buhari has only four years to be Nigeria’s leader"" BUT
You pple used Baba Adeboye's picture.  
Messy Naija Media houses 😷😷 https://t.co/yMsziMqh1i",Not Available,-0.4000000059604645,"['Gabriel Adegboye', 'Muhammadu Buhari', 'Worksword', 'God', 'Nigeria', 'Baba Adeboye', 'leader', 'pple']"
“Why do I need to go for foreign medical trip if we cannot make our hospital Functional?” Muhammed Buhari Chatham House. February 21 2015 https://t.co/UBb2eKezhL,Not Available,-0.20000000298023224,"['trip', 'hospital', 'Muhammed Buhari']"
"What kind of concerned Nigerians are you? hyperventilating over fake news? The moment you see anything that validates your hatred of Buhari y’all lose your sense and act like the idiots that you are... Emzor in this link has debunked your useless thread.
https://t.co/gtp9JpQLtR https://t.co/MDRdmh6R1U",West Central Africa,-0.4000000059604645,"['Nigerians', 'Buhari', 'idiots']"
"The Israeli intel firm that the Trump admin. hired to ""dig up dirt"" on Obama admin. officials to undermine the Iran nuclear deal is called Black Cube.

Cambridge Analytica whistleblower @chrisinsilico testified that CA hired Black Cube to hack Nigerian president Muhammadu Buhari. https://t.co/k5Jbr0k6Ur",Not Available,0.0,"['Israeli', 'Trump', 'Muhammadu Buhari', 'officials', 'Iran', 'Obama', 'Nigerian', 'Analytica', 'Cambridge', '@chrisinsilico']"
BREAKING: British citizen Muhammadu Buhari returns home to his London residence after his Nigerian based company granted him medical leave.,West Central Africa,0.0,"['Muhammadu Buhari', 'BREAKING', 'British', 'residence', 'home', 'London', 'Nigerian']"
"So because people are abusing codeine, you shut down 3 pharmaceutical companies. You see when I say Osinbajo is as incompetent and wicked as Buhari you will say I’m lying. He keeps talking about enterprise and it did not occur to him that this was the most stupid measure ever.",Not Available,-0.800000011920929,"['Osinbajo', 'people', 'Buhari']"
"So because people are abusing codeine, you shut down 3 pharmaceutical companies. You see when I say Osinbajo is as incompetent and wicked as Buhari you will say I’m lying. He keeps talking about enterprise and it did not occur to him that this was the most stupid measure ever.",West Central Africa,-0.800000011920929,"['Osinbajo', 'people', 'Buhari']"
Medical trip: We can't guarantee Buhari's return – Presidency - https://t.co/6mj2tu6Dtr https://t.co/t7sng6vGrB,West Central Africa,0.0,"['trip', 'Buhari']"
"The Israeli intel firm that the Trump admin. hired to ""dig up dirt"" on Obama admin. officials to undermine the Iran nuclear deal is called Black Cube.

Cambridge Analytica whistleblower @chrisinsilico testified that CA hired Black Cube to hack Nigerian president Muhammadu Buhari. https://t.co/k5Jbr0k6Ur",Not Available,0.0,"['Israeli', 'Trump', 'Muhammadu Buhari', 'officials', 'Iran', 'Obama', 'Nigerian', 'Analytica', 'Cambridge', '@chrisinsilico']"
"President Buhari Appoints Keyamo, Six Others As NDIC Board Members... https://t.co/6k0hDU2v06",Pacific Time (US & Canada),0.0,"['Buhari Appoints Keyamo', 'Board Members']"
Bakare to Buhari: You’ll blame yourself if the cabal mess up this government https://t.co/ejs7abowhM https://t.co/ClnljH109M,Not Available,-0.5,"['Bakare', 'Buhari']"
Just wondering how many minutes it's going to take #femiadesina to tell us buhari is a SICKLER https://t.co/5U07mWl3Eq,Not Available,0.5,"['SICKLER', 'buhari']"
"""@Amore_Luke: This image is false. Buhari is not this young.  @Gidi_Traffic https://t.co/FZc3wD8IY7",Not Available,-0.10000000149011612,['Buhari']
"Why does Osinbajo ridicule himself? How can he say the world applauds Buhari’s anti corruption efforts. If this is true, then why has Nigeria retrogressed on Transparency Internationals corruption perception index moving from 136 under Jonathan to 144? Why should a pastor lie so?",Not Available,-0.30000001192092896,"['Osinbajo', 'Nigeria', 'world', 'Buhari']"
@david_ehiremen @tiemen @JacobAWohl @realDonaldTrump @MBuhari @WhiteHouse you're deluded if you think that old fool buhari is better than trump,Not Available,0.699999988079071,['fool']
Buhari spends more time abroad than in Nigeria,Not Available,0.0,"['Buhari', 'Nigeria']"
Aisha Reacts To Buhari’s 4-Day London Medical Vacation - https://t.co/Xzs2DfPz51,West Central Africa,0.5,"['Aisha Reacts To Buhari', 'Vacation', 'London']"
"We can’t guarantee Buhari’s return, only God can – Presidency https://t.co/KxGR1eZuqU https://t.co/0lr3SnFBwf",Not Available,0.0,"['Buhari', 'God']"
Agege bread have done much more to nollywood movie industry in the pass 2 years than Buhari has ever done to Nigeria since he became the president of this country.,West Central Africa,0.20000000298023224,"['Buhari', 'president', 'country', 'Nigeria']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Not Available,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President'' #Enekem https://t.co/dcnOWnJNOv",Africa/Lagos,-0.20000000298023224,"[""😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President""]"
Aisha Reacts To Buhari’s 4-Day London Medical Vacation https://t.co/Xp5efelEBX https://t.co/4n8m2E9QmN,Not Available,0.6000000238418579,"['Aisha Reacts To Buhari', 'Vacation', 'London']"
"Good afternoon, I just wanted to remind you guys that I’m more hardworking than buhari. Ttyl",Dublin,0.4000000059604645,"['guys', 'buhari']"
Buhari still busy at work; receives letters of credence https://t.co/EkgLhCOwkQ,Not Available,-0.10000000149011612,['Buhari']
"“Technical stopover”, unauthourised withdrawal from ECA… The many lies of Buhari’s administration | @GarShehu @FemAdesina @MBuhari @nassnigeria | https://t.co/tKpude4aIl",Not Available,0.0,"['withdrawal', 'Buhari', '@GarShehu']"
"What kind of concerned Nigerians are you? hyperventilating over fake news? The moment you see anything that validates your hatred of Buhari y’all lose your sense and act like the idiots that you are... Emzor in this link has debunked your useless thread.
https://t.co/gtp9JpQLtR https://t.co/MDRdmh6R1U",Not Available,-0.4000000059604645,"['Nigerians', 'Buhari', 'idiots']"
Biafran activist r killed with impunity #buhari enjoys killing #UN Biafrans are human @UNESCO @NkirukaNistoran @Amaka_Ekwo @realDonaldTrump https://t.co/IxYdInFrqc,Pacific Time (US & Canada),0.0,"['activist', 'Biafran', 'Biafrans', '#buhari', 'human @UNESCO']"
@BigHitEnt @BTS_twt #MTVLAKPOPBTS @BTS_twt #PremiosMTVMIAW https://t.co/mRxBWgvaXd,Not Available,0.0,[]
President Buhari embarks on a 4-day UK medical trip https://t.co/Xchy4jM0dc https://t.co/tCFoM0oJZo,Pacific Time (US & Canada),0.0,"['Buhari', 'https://t.co/Xchy4jM0dc https://t.co/tCFoM0oJZo', 'UK']"
"😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President'' #Enekem https://t.co/dcnOWnJNOv",Not Available,-0.20000000298023224,"[""😂 😂 😂This Killed Me, Ladies '' Buhari Is Still President""]"
"@EmekaGift @Amaka_Ekwo  These are the handy work of Buhari, the chief terrorist in Nigeria. https://t.co/dktkpxvAaT",Not Available,0.30000001192092896,"['@EmekaGift @Amaka_Ekwo', 'Buhari', 'Nigeria']"
"@JACOB_GAB @Tundela99331239 @transparencITng @MatthewTPage @ICPC_PE @olusegunelemo @tolulopeab @MrAbuSidiq @KelvinOdanz @naijama @AhmedRufaii @NGRWailers @yinkanubi @SaharaReporters You should be comparing Magu’s EFCC to his predecessors. 

If you  add that to ICPC’s recoveries,the GEJ led admin did more to recover monies than Buhari. 

Doesn’t even take away  from my point,@HMKemiAdeosun called out Magu on lying about recovered sums.",Not Available,-0.10000000149011612,"['@Tundela99331239 @transparencITng', '@olusegunelemo', '@SaharaReporters', '@JACOB_GAB', '@tolulopeab', '@naijama', 'predecessors', 'GEJ', '@HMKemiAdeosun', 'Magu', 'Buhari']"
This table has Nigerians (who would castigate Buhari now and will still sell their votes in 2019 for N1500 and a plate of rice) on it. https://t.co/1YPA8wfKbb,West Central Africa,0.0,"['Nigerians', 'Buhari']"
"So Buhari went to London, stayed for 10 days, went to the US, then on his way back to Nigeria, had a ‘technical stopover’ in London...stayed a couple of days..then returned to Nigeria for a few days but now wants to return to see his doctor in the London. 🙄",Amsterdam,-0.10000000149011612,"['Buhari', 'London', 'couple', 'US', 'Nigeria', 'doctor']"
Buhari's supporters especially Northerners are happy with a lame duck president https://t.co/LdNsC8P2BX,Not Available,0.699999988079071,"['Buhari', 'supporters', 'lame duck president', 'Northerners']"
"The Israeli intel firm that the Trump admin. hired to ""dig up dirt"" on Obama admin. officials to undermine the Iran nuclear deal is called Black Cube.

Cambridge Analytica whistleblower @chrisinsilico testified that CA hired Black Cube to hack Nigerian president Muhammadu Buhari. https://t.co/k5Jbr0k6Ur",Not Available,0.0,"['Israeli', 'Trump', 'Muhammadu Buhari', 'officials', 'Iran', 'Obama', 'Nigerian', 'Analytica', 'Cambridge', '@chrisinsilico']"
"Wicked old people, they just want Buhari to win in 2019 and hopefully die in office so that Osinbajo (Tinubu) can become President. https://t.co/uE4iSCRvMN",Not Available,0.20000000298023224,"['people', 'Buhari', 'President', 'Osinbajo', 'Tinubu']"
"So Buhari went to London, stayed for 10 days, went to the US, then on his way back to Nigeria, had a ‘technical stopover’ in London...stayed a couple of days..then returned to Nigeria for a few days but now wants to return to see his doctor in the London. 🙄",West Central Africa,-0.10000000149011612,"['Buhari', 'London', 'couple', 'US', 'Nigeria', 'doctor']"
"@adeyanjudeji In spite of all the claim buhari made when he's was not in power that he can fixe health sector , education , economy etc but sadly he violeted all his promise doing opposite side .. pmb is doom to Nigeria .",Not Available,-0.5,"['buhari', '@adeyanjudeji', 'Nigeria']"
President Buhari to embark on another medical trip to UK Tuesday https://t.co/Phxwgbd2SS #mbuhari #politics,Pacific Time (US & Canada),0.0,"['Buhari', 'trip', 'UK']"
"But in this part of the world, there is nothing like that. We just want someone who can make our lives better. So when people are fighting on Twitter over Buhari or atiku, i wonder. I should not be afraid to criticise Buhari if he is wrong without being attacked",West Central Africa,0.30000001192092896,"['Buhari', 'world', 'someone', 'people']"
"There is ongoing insurgents, an ethnic cleansing in Nigeria but the Fulani British President Muhammad buhari @MBuhari still battling with heath challenge #SHITHOLENIGERIA  he is ruling the British zoo from London much worse than slavery @kanyewest @realDonaldTrump #FreeBiafra https://t.co/av1HRm8nuu",Not Available,-0.699999988079071,"['Muhammad buhari @MBuhari', 'insurgents', 'ethnic cleansing', 'Nigeria', 'British', 'Fulani', 'London']"
